school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
KV,F,15,Village,GT3,T,3,4,Government Service,Teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0
KV,F,15,City,GT3,T,1,1,Homemaker,Farmer,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0
KV,F,17,City,LE3,T,2,2,Farmer,Farmer,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12
KV,F,16,City,GT3,A,3,4,Government Service,Farmer,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11
KV,M,15,Village,GT3,T,3,4,Homemaker,Teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0
KV,F,15,City,GT3,T,4,4,Government Service,Homemaker,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0
KV,M,17,Village,GT3,T,3,4,Homemaker,Farmer,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0
KV,F,16,City,GT3,A,3,3,Farmer,Farmer,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0
KV,M,16,City,LE3,T,1,1,Government Service,Farmer,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12
KV,F,15,City,GT3,T,4,4,Teacher,Teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15
KV,M,15,City,GT3,T,4,3,Teacher,Government Service,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0
KV,M,16,City,LE3,T,2,2,Government Service,Government Service,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9
KV,F,15,City,GT3,T,4,4,Teacher,Government Service,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11
KV,F,16,City,LE3,T,1,1,Homemaker,Homemaker,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13
KV,M,17,City,GT3,T,2,1,Farmer,Farmer,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0
KV,F,15,City,GT3,T,1,1,Farmer,Government Service,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11
KV,F,15,City,GT3,T,3,2,Doctor,Government Service,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0
KV,F,15,City,GT3,T,1,2,Homemaker,Farmer,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11
KV,M,16,City,GT3,T,4,4,Teacher,Teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0
KV,M,15,City,LE3,A,2,1,Government Service,Farmer,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10
KV,M,18,City,LE3,T,1,1,Farmer,Farmer,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0
KV,M,16,City,LE3,T,2,1,Homemaker,Farmer,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14
KV,F,15,Village,GT3,T,3,3,Government Service,Government Service,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10
KV,M,19,City,GT3,T,3,2,Government Service,Homemaker,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0
KV,F,17,City,GT3,T,4,4,Farmer,Teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12
KV,M,15,Village,GT3,T,2,3,Homemaker,Government Service,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8
KV,M,17,Village,LE3,T,1,2,Farmer,Farmer,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13
KV,F,18,Village,GT3,T,1,1,Homemaker,Farmer,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10
KV,M,16,Village,GT3,T,2,2,Homemaker,Farmer,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15
KV,M,16,City,GT3,T,3,3,Farmer,Government Service,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12
KV,M,17,Village,LE3,T,2,1,Homemaker,Farmer,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0
KV,M,15,Village,GT3,T,3,2,Farmer,Farmer,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7
KV,M,16,City,LE3,T,1,2,Farmer,Farmer,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0
KV,M,17,City,GT3,T,1,3,Homemaker,Government Service,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10
KV,M,17,Village,LE3,T,1,1,Farmer,Government Service,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7
KV,M,16,City,GT3,T,3,2,Government Service,Government Service,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12
KV,M,16,City,GT3,T,2,2,Farmer,Farmer,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10
KV,F,16,City,GT3,T,4,2,Doctor,Government Service,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16
KV,F,16,City,GT3,T,2,2,Farmer,Farmer,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0
KV,F,16,City,GT3,T,4,4,Doctor,Doctor,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14
KV,M,16,City,GT3,T,3,4,Farmer,Farmer,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0
KV,M,16,City,GT3,T,1,0,Farmer,Farmer,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16
KV,M,17,City,LE3,T,4,4,Teacher,Farmer,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10
KV,F,16,City,GT3,T,1,3,Homemaker,Government Service,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0
KV,F,16,City,LE3,T,3,3,Farmer,Farmer,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9
KV,M,17,City,LE3,T,4,3,Teacher,Farmer,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9
KV,F,16,City,GT3,T,2,2,Government Service,Farmer,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11
KV,M,17,City,GT3,T,3,3,Farmer,Farmer,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6
KV,M,16,Village,GT3,T,4,2,Teacher,Government Service,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9
KV,M,17,City,GT3,T,4,3,Farmer,Farmer,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11
KV,M,16,City,GT3,T,4,3,Teacher,Farmer,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8
KV,M,16,City,GT3,T,3,3,Government Service,Farmer,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12
KV,F,17,City,GT3,T,2,4,Government Service,Government Service,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17
KV,F,17,City,LE3,T,3,3,Farmer,Farmer,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8
KV,F,16,City,GT3,T,3,2,Farmer,Farmer,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12
KV,M,17,City,GT3,T,3,3,Government Service,Government Service,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
KV,M,16,City,GT3,T,1,2,Government Service,Government Service,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11
KV,M,16,City,LE3,T,2,1,Farmer,Farmer,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
KV,F,17,City,GT3,A,3,3,Doctor,Farmer,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9
KV,M,17,Village,GT3,T,1,2,Homemaker,Farmer,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10
KV,F,16,City,GT3,T,2,3,Government Service,Government Service,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13
KV,F,17,City,GT3,T,1,1,Homemaker,Government Service,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9
KV,M,17,City,GT3,T,1,2,Homemaker,Government Service,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8
KV,M,16,Village,GT3,T,3,3,Government Service,Government Service,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10
KV,M,16,City,GT3,T,2,3,Farmer,Farmer,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14
KV,F,17,City,LE3,T,2,4,Government Service,Government Service,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15
KV,M,17,City,GT3,T,4,4,Government Service,Teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16
KV,M,16,Village,LE3,T,3,3,Teacher,Farmer,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10
KV,F,17,City,GT3,T,4,4,Government Service,Teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18
KV,F,16,City,LE3,T,4,4,Teacher,Teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10
KV,F,16,City,GT3,T,4,3,Doctor,Farmer,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16
KV,F,16,City,GT3,T,2,3,Farmer,Farmer,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10
KV,F,17,City,GT3,T,1,1,Farmer,Farmer,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10
KV,F,17,Village,GT3,T,2,2,Farmer,Farmer,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6
KV,F,16,Village,GT3,T,2,2,Government Service,Government Service,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11
KV,F,17,City,GT3,T,3,4,Homemaker,Government Service,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9
KV,F,16,City,GT3,A,3,1,Government Service,Farmer,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7
KV,F,16,City,GT3,T,4,3,Teacher,Farmer,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13
KV,F,16,City,GT3,T,1,1,Homemaker,Farmer,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10
KV,F,17,Village,GT3,T,4,3,Teacher,Farmer,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7
KV,F,19,City,GT3,T,3,3,Farmer,Farmer,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8
KV,M,17,City,LE3,T,4,4,Government Service,Farmer,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13
KV,F,16,City,GT3,A,2,2,Farmer,Farmer,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14
KV,M,18,City,GT3,T,2,2,Government Service,Farmer,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8
KV,F,17,Village,LE3,T,4,4,Government Service,Farmer,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10
KV,F,17,City,LE3,T,3,2,Farmer,Farmer,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15
KV,F,17,City,GT3,T,4,3,Farmer,Farmer,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4
KV,M,18,City,LE3,T,3,3,Government Service,Doctor,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8
KV,F,17,City,GT3,T,2,3,Homemaker,Farmer,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8
KV,F,17,City,GT3,T,2,2,Homemaker,Homemaker,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10
KV,F,17,Village,GT3,T,2,1,Homemaker,Government Service,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6
KV,F,17,City,GT3,T,1,1,Homemaker,Farmer,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0
KV,F,16,City,GT3,T,2,3,Government Service,Teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17
KV,M,18,City,GT3,T,2,2,Farmer,Farmer,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13
KV,F,16,City,GT3,T,4,4,Teacher,Government Service,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14
KV,F,18,Village,GT3,T,3,1,Farmer,Farmer,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7
KV,F,17,City,GT3,T,3,2,Farmer,Farmer,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15
KV,M,17,City,LE3,T,2,3,Government Service,Government Service,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12
KV,M,18,City,LE3,T,2,1,Homemaker,Farmer,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9
KV,F,17,City,GT3,A,2,1,Farmer,Farmer,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12
KV,F,17,City,LE3,T,4,3,Doctor,Farmer,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14
KV,M,17,Village,GT3,T,2,2,Farmer,Farmer,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11
KV,M,17,City,GT3,T,4,4,Teacher,Teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9
KV,M,16,City,GT3,T,4,4,Doctor,Farmer,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13
KV,M,16,City,LE3,T,1,1,Farmer,Farmer,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6
KV,M,16,City,GT3,T,3,2,Homemaker,Farmer,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10
KV,M,17,City,LE3,T,2,2,Farmer,Farmer,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13
KV,F,16,City,GT3,T,2,1,Farmer,Farmer,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12
KV,F,17,Village,GT3,T,2,1,Homemaker,Government Service,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11
KV,M,18,City,GT3,T,2,2,Farmer,Government Service,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0
KV,M,17,City,LE3,T,4,3,Doctor,Farmer,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12
KV,M,17,Village,LE3,A,4,4,Teacher,Farmer,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12
KV,M,16,City,LE3,T,4,3,Teacher,Farmer,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0
KV,M,16,City,GT3,T,4,4,Government Service,Government Service,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12
KV,F,18,City,GT3,T,2,1,Farmer,Farmer,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0
KV,M,16,City,GT3,T,2,1,Farmer,Farmer,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18
KV,M,17,City,GT3,T,2,3,Farmer,Farmer,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13
KV,M,22,City,GT3,T,3,1,Government Service,Government Service,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8
KV,M,18,Village,LE3,T,3,3,Farmer,Government Service,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5
KV,M,16,City,GT3,T,0,2,Farmer,Farmer,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15
KV,M,18,City,GT3,T,3,2,Government Service,Farmer,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8
KV,M,16,City,GT3,T,3,3,Homemaker,Farmer,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10
KV,M,18,City,GT3,T,2,1,Government Service,Government Service,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8
KV,M,16,Village,GT3,T,2,1,Farmer,Farmer,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8
KV,M,17,Village,GT3,T,2,1,Farmer,Farmer,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12
KV,M,17,City,LE3,T,1,1,Doctor,Farmer,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8
KV,F,17,City,LE3,T,4,2,Teacher,Government Service,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13
KV,M,19,City,LE3,A,4,3,Government Service,Homemaker,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11
KV,M,18,City,GT3,T,2,1,Farmer,Farmer,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14
KV,F,17,City,LE3,T,2,2,Government Service,Government Service,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0
KV,F,18,City,GT3,T,4,3,Government Service,Farmer,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18
KV,M,18,City,GT3,T,4,3,Teacher,Farmer,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8
KV,M,18,Village,GT3,T,3,2,Farmer,Farmer,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12
